ID,Name,Type,Episodes,Aired,Members,Scores
51805,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Movie,12,Sep 2022 - Nov 2022,"16,958 members",8.32
55357,Bocchi the Rock! Movie,Movie,2,Jun 2024 - Aug 2024,"64,178 members",8.31
137,Hunter x Hunter: Original Video Animation,OVA,8,Jan 2002 - Apr 2002,"132,262 members",8.31
7655,Major S6,TV,25,Apr 2010 - Sep 2010,"65,500 members",8.31
34534,Natsume Yuujinchou Go Specials,Special,2,Mar 2017 - Apr 2017,"50,126 members",8.31
1210,NHK ni Youkoso!,TV,24,Jul 2006 - Dec 2006,"788,510 members",8.31
2559,Romeo no Aoi Sora,TV,33,Jan 1995 - Dec 1995,"53,043 members",8.31
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,12,Jul 2021 - Sep 2021,"845,411 members",8.31
12029,Uchuu Senkan Yamato 2199,OVA,26,May 2012 - Oct 2013,"120,718 members",8.31
51440,Sasaki to Miyano Movie: Sotsugyou-hen,Movie,1,Feb 2023 - Feb 2023,"52,088 members",8.3
58572,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",TV,25,Oct 2024 - Mar 2025,"191,355 members",8.3
49571,Tunshi Xingkong 2nd Season,ONA,26,Dec 2021 - Sep 2022,"7,659 members",8.3
31043,Boku dake ga Inai Machi,TV,12,Jan 2016 - Mar 2016,"2,193,056 members",8.3
30230,Diamond no Ace: Second Season,TV,51,Apr 2015 - Mar 2016,"144,421 members",8.3
3784,Evangelion Movie 2: Ha,Movie,1,Jul 2009 - Jul 2009,"568,270 members",8.3
39533,Given,TV,11,Jul 2019 - Sep 2019,"604,777 members",8.3
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,TV,12,Oct 2023 - Dec 2023,"458,707 members",8.3
6594,Katanagatari,TV,12,Jan 2010 - Dec 2010,"579,038 members",8.3
17389,Kingdom 2nd Season,TV,39,Jun 2013 - Mar 2014,"137,291 members",8.3
40211,Luo Xiao Hei Zhan Ji (Movie),Movie,1,Sep 2019 - Sep 2019,"30,320 members",8.3
4081,Natsume Yuujinchou,TV,13,Jul 2008 - Sep 2008,"567,539 members",8.3
5341,Ookami to Koushinryou II,TV,12,Jul 2009 - Sep 2009,"509,930 members",8.3
52588,Kaijuu 8-gou,TV,12,Apr 2024 - Jun 2024,"577,445 members",8.29
5420,Kemono no Souja Erin,TV,50,Jan 2009 - Dec 2009,"90,717 members",8.29
24415,Kuroko no Basket 3rd Season,TV,25,Jan 2015 - Jun 2015,"797,224 members",8.29
1365,Meitantei Conan Movie 06: Baker Street no Bourei,Movie,1,Apr 2002 - Apr 2002,"81,801 members",8.29
6675,Redline,Movie,1,Aug 2009 - Aug 2009,"403,039 members",8.29
12531,Sakamichi no Apollon,TV,12,Apr 2012 - Jun 2012,"402,776 members",8.29
10863,Steins;Gate: Oukoubakko no Poriomania,Special,1,Feb 2012 - Feb 2012,"456,640 members",8.29
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,11,Apr 2011 - Jun 2011,"1,658,196 members",8.29
57,Beck,TV,26,Oct 2004 - Mar 2005,"358,600 members",8.29
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,Mar 2011 - Mar 2011,"19,155 members",8.29
22507,Initial D Final Stage,TV,4,May 2014 - Jun 2014,"155,945 members",8.29
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie,4,Nov 2019 - Nov 2019,"28,670 members",8.28
9735,Gintama: Shinyaku Benizakura-hen,Special,1,Dec 2010 - Dec 2010,"46,067 members",8.28
486,Kino no Tabi: The Beautiful World,TV,13,Apr 2003 - Jul 2003,"336,923 members",8.28
11917,Major: World Series,OVA,2,Dec 2011 - Jan 2012,"38,468 members",8.28
1735,Naruto: Shippuuden,TV,500,Feb 2007 - Mar 2017,"2,613,168 members",8.28
52299,Ore dake Level Up na Ken,TV,12,Jan 2024 - Mar 2024,"932,518 members",8.28
45,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,94,Jan 1996 - Sep 1998,"512,050 members",8.28
759,Tokyo Godfathers,Movie,1,Nov 2003 - Nov 2003,"312,876 members",8.28
43325,Yuukoku no Moriarty Part 2,TV,13,Apr 2021 - Jun 2021,"273,734 members",8.28
25835,Shirobako,TV,24,Oct 2014 - Mar 2015,"459,155 members",8.27
50594,Suzume no Tojimari,Movie,1,Nov 2022 - Nov 2022,"436,438 members",8.27
2150,Tanoshii Muumin Ikka,TV,78,Apr 1990 - Oct 1991,"30,436 members",8.27
38826,Tenki no Ko,Movie,1,Jul 2019 - Jul 2019,"1,066,370 members",8.27
34798,Yuru Camp△,TV,12,Jan 2018 - Mar 2018,"519,866 members",8.27
38731,Diamond no Ace: Act II,TV,52,Apr 2019 - Mar 2020,"96,383 members",8.27
30346,Doukyuusei,Movie,1,Feb 2016 - Feb 2016,"282,974 members",8.27
38691,Dr. Stone,TV,24,Jul 2019 - Dec 2019,"1,847,480 members",8.27
10087,Fate/Zero,TV,13,Oct 2011 - Dec 2011,"1,552,695 members",8.27
19363,Gin no Saji 2nd Season,TV,11,Jan 2014 - Mar 2014,"150,432 members",8.27
10408,Hotarubi no Mori e,Movie,1,Sep 2011 - Sep 2011,"851,932 members",8.27
43,Koukaku Kidoutai,Movie,1,Nov 1995 - Nov 1995,"669,711 members",8.27
48316,Kage no Jitsuryokusha ni Naritakute!,TV,20,Oct 2022 - Feb 2023,"765,964 members",8.26
23327,Space☆Dandy 2nd Season,TV,13,Jul 2014 - Sep 2014,"175,538 members",8.26
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,TV Special,1,Dec 2015 - Dec 2015,"276,193 members",8.26
513,Tenkuu no Shiro Laputa,Movie,1,Aug 1986 - Aug 1986,"514,813 members",8.26
2685,Tsubasa: Tokyo Revelations,OVA,3,Nov 2007 - Mar 2008,"98,712 members",8.26
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,TV,26,Oct 2007 - Apr 2008,"373,145 members",8.26
37520,Dororo,TV,24,Jan 2019 - Jun 2019,"1,304,132 members",8.25
44412,Doupo Cangqiong 4th Season,ONA,24,Mar 2021 - Aug 2021,"9,104 members",8.25
53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,TV,11,Jan 2023 - Mar 2023,"264,411 members",8.25
264,Hajime no Ippo: Champion Road,TV Special,1,Apr 2003 - Apr 2003,"148,384 members",8.25
139,Hunter x Hunter: Greed Island Final,OVA,14,Mar 2004 - Aug 2004,"151,348 members",8.25
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,Jan 2017 - Mar 2017,"1,589,854 members",8.25
1698,Nodame Cantabile,TV,23,Jan 2007 - Jun 2007,"323,881 members",8.25
329,Planetes,TV,26,Oct 2003 - Apr 2004,"267,377 members",8.25
13125,Shinsekai yori,TV,25,Sep 2012 - Mar 2013,"801,490 members",8.25
2418,Stranger: Mukou Hadan,Movie,1,Sep 2007 - Sep 2007,"344,383 members",8.25
523,Tonari no Totoro,Movie,1,Apr 1988 - Apr 1988,"1,115,118 members",8.25
44940,World Trigger 3rd Season,TV,14,Oct 2021 - Jan 2022,"130,454 members",8.25
1033,Sennen Joyuu,Movie,1,Sep 2002 - Sep 2002,"199,175 members",8.24
57181,Ao no Hako,TV,25,Oct 2024 - Mar 2025,"236,743 members",8.24
54959,BanG Dream! It's MyGO!!!!!,TV,13,Jun 2023 - Sep 2023,"33,168 members",8.24
57592,Dr. Stone: Science Future,TV,12,Jan 2025 - Mar 2025,"208,557 members",8.24
37989,Golden Kamuy 2nd Season,TV,12,Oct 2018 - Dec 2018,"221,569 members",8.24
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,TV,26,Apr 2011 - Sep 2011,"203,961 members",8.24
35111,Haikyuu!! Movie 4: Concept no Tatakai,Movie,1,Sep 2017 - Sep 2017,"96,787 members",8.24
265,Hajime no Ippo: Mashiba vs. Kimura,OVA,1,Sep 2003 - Sep 2003,"119,855 members",8.24
31812,Kuroshitsuji Movie: Book of the Atlantic,Movie,1,Jan 2017 - Jan 2017,"214,009 members",8.24
34036,Meitantei Conan: Episode One - Chiisaku Natta Meitantei,TV Special,1,Dec 2016 - Dec 2016,"33,085 members",8.24
31240,Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,Apr 2016 - Sep 2016,"2,327,885 members",8.24
25681,Kamisama Hajimemashita◎,TV,12,Jan 2015 - Mar 2015,"439,567 members",8.23
33051,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,TV,25,Oct 2016 - Apr 2017,"152,799 members",8.23
39247,Kobayashi-san Chi no Maid Dragon S,TV,12,Jul 2021 - Sep 2021,"586,425 members",8.23
512,Majo no Takkyuubin,Movie,1,Jul 1989 - Jul 1989,"626,265 members",8.23
36990,Non Non Biyori Movie: Vacation,Movie,1,Aug 2018 - Aug 2018,"83,043 members",8.23
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13,Oct 2018 - Dec 2018,"1,843,615 members",8.23
52684,Shen Yin Wangzuo 2nd Season,ONA,?,Nov 2022 -,"6,169 members",8.23
35838,Shoujo Shuumatsu Ryokou,TV,12,Oct 2017 - Dec 2017,"371,659 members",8.23
37055,Youjo Senki Movie,Movie,1,Feb 2019 - Feb 2019,"305,759 members",8.23
28805,Bakemono no Ko,Movie,1,Jul 2015 - Jul 2015,"440,712 members",8.23
49918,Boku no Hero Academia 6th Season,TV,25,Oct 2022 - Mar 2023,"732,845 members",8.23
52578,Boku no Kokoro no Yabai Yatsu,TV,12,Apr 2023 - Jun 2023,"380,349 members",8.23
11843,Danshi Koukousei no Nichijou,TV,12,Jan 2012 - Mar 2012,"856,442 members",8.23
45577,IDOLiSH7 Third Beat!,TV,13,Jul 2021 - Sep 2021,"25,292 members",8.23
15227,Kono Sekai no Katasumi ni,Movie,1,Nov 2016 - Nov 2016,"198,615 members",8.22
35677,Liz to Aoi Tori,Movie,1,Apr 2018 - Apr 2018,"153,285 members",8.22
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,Movie,1,Oct 2012 - Oct 2012,"208,470 members",8.22
585,Mimi wo Sumaseba,Movie,1,Jul 1995 - Jul 1995,"386,984 members",8.22
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,TV,12,Jul 2023 - Sep 2023,"668,042 members",8.22
5690,Nodame Cantabile Finale,TV,11,Jan 2010 - Mar 2010,"131,085 members",8.22
440,Shoujo Kakumei Utena,TV,39,Apr 1997 - Dec 1997,"234,070 members",8.22
50602,Spy x Family Part 2,TV,13,Oct 2022 - Dec 2022,"1,030,850 members",8.22
6,Trigun,TV,26,Apr 1998 - Sep 1998,"798,397 members",8.22
54029,Wu Liuqi: Anying Suming,ONA,10,Jan 2023 - Mar 2023,"32,199 members",8.22
40784,Wu Liuqi: Zui Qiang Fa Xing Shi,ONA,10,Oct 2019 - Jan 2020,"88,348 members",8.22
53393,Tengoku Daimakyou,TV,13,Apr 2023 - Jun 2023,"563,185 members",8.21
55866,Yubisaki to Renren,TV,12,Jan 2024 - Mar 2024,"289,641 members",8.21
12115,Berserk: Ougon Jidai-hen III - Kourin,Movie,1,Feb 2013 - Feb 2013,"237,016 members",8.21
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Movie,1,Jul 2000 - Jul 2000,"120,096 members",8.21
57067,Fanren Xiu Xian Chuan: Xinghai Feichi,ONA,48,Nov 2023 - Oct 2024,"2,646 members",8.21
38680,Fruits Basket 1st Season,TV,25,Apr 2019 - Sep 2019,"892,298 members",8.21
16664,Kaguya-hime no Monogatari,Movie,1,Nov 2013 - Nov 2013,"246,919 members",8.21
1842,Major S3,TV,26,Jan 2007 - Jun 2007,"71,905 members",8.21
2966,Ookami to Koushinryou,TV,13,Jan 2008 - Mar 2008,"847,983 members",8.21
16894,Kuroko no Basket 2nd Season,TV,25,Oct 2013 - Mar 2014,"891,909 members",8.2
18115,Magi: The Kingdom of Magic,TV,25,Oct 2013 - Mar 2014,"871,724 members",8.2
627,Major S1,TV,26,Nov 2004 - May 2005,"105,165 members",8.2
5460,Meitantei Conan Movie 13: Shikkoku no Chaser,Movie,1,Apr 2009 - Apr 2009,"62,771 members",8.2
37078,Quanzhi Gaoshou Specials,ONA,3,Apr 2018 - May 2018,"110,206 members",8.2
35466,ReLIFE: Kanketsu-hen,Special,4,Mar 2018 - Mar 2018,"423,125 members",8.2
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,TV Special,1,Dec 2018 - Dec 2018,"234,939 members",8.2
44055,Sasaki to Miyano,TV,12,Jan 2022 - Mar 2022,"216,303 members",8.2
9863,SKET Dance,TV,77,Apr 2011 - Sep 2012,"232,002 members",8.2
3091,xxxHOLiC◆Kei,TV,13,Apr 2008 - Jun 2008,"149,819 members",8.2
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV,13,Apr 2015 - Jun 2015,"1,114,138 members",8.2
38003,Bungou Stray Dogs 3rd Season,TV,12,Apr 2019 - Jun 2019,"675,220 members",8.2
40052,Great Pretender,TV,23,Jul 2020 - Dec 2020,"708,132 members",8.2
6811,InuYasha: Kanketsu-hen,TV,26,Oct 2009 - Mar 2010,"295,612 members",8.2
37171,Asobi Asobase,TV,12,Jul 2018 - Sep 2018,"509,628 members",8.19
49596,Blue Lock,TV,24,Oct 2022 - Mar 2023,"800,692 members",8.19
36946,Dragon Ball Super: Broly,Movie,1,Dec 2018 - Dec 2018,"438,183 members",8.19
813,Dragon Ball Z,TV,291,Apr 1989 - Jan 1996,"1,277,515 members",8.19
53127,Fate/strange Fake: Whispers of Dawn,TV Special,1,Jul 2023 - Jul 2023,"93,725 members",8.19
35110,Haikyuu!! Movie 3: Sainou to Sense,Movie,1,Sep 2017 - Sep 2017,"100,053 members",8.19
42897,Horimiya,TV,13,Jan 2021 - Apr 2021,"1,507,428 members",8.19
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,TV,11,Apr 2023 - Jun 2023,"975,017 members",8.19
1453,Maison Ikkoku,TV,96,Mar 1986 - Mar 1988,"78,331 members",8.19
40435,Mo Dao Zu Shi Q,ONA,30,Jul 2020 - Jan 2021,"26,614 members",8.19
38234,One Piece Movie 14: Stampede,Movie,1,Aug 2019 - Aug 2019,"207,825 members",8.19
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,TV Special,1,Aug 2013 - Aug 2013,"77,337 members",8.19
32843,Senki Zesshou Symphogear XV,TV,13,Jul 2019 - Sep 2019,"42,106 members",8.19
40853,Stand By Me Doraemon 2,Movie,1,Nov 2020 - Nov 2020,"38,820 members",8.19
49114,Vanitas no Karte Part 2,TV,12,Jan 2022 - Apr 2022,"319,606 members",8.19
59150,Wu Liuqi: Jiyi Suipian,ONA,10,Oct 2024 - Nov 2024,"10,854 members",8.18
6864,xxxHOLiC Rou,OVA,2,Apr 2010 - Mar 2011,"83,384 members",8.18
49590,Yojouhan Time Machine Blues,ONA,6,Sep 2022 - Oct 2022,"59,483 members",8.18
34537,Yoru wa Mijikashi Arukeyo Otome,Movie,1,Apr 2017 - Apr 2017,"134,494 members",8.18
34636,Ballroom e Youkoso,TV,24,Jul 2017 - Dec 2017,"350,249 members",8.18
55655,Cang Yuan Tu,ONA,26,Jun 2023 - Dec 2023,"3,917 members",8.18
10800,Chihayafuru,TV,25,Oct 2011 - Mar 2012,"479,549 members",8.18
22297,Fate/stay night: Unlimited Blade Works,TV,12,Oct 2014 - Dec 2014,"1,126,766 members",8.18
36370,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,Movie,4,Oct 2019 - Oct 2019,"39,154 members",8.18
18617,Girls & Panzer Movie,Movie,1,Nov 2015 - Nov 2015,"123,796 members",8.18
1142,Hachimitsu to Clover II,TV,12,Jun 2006 - Sep 2006,"121,278 members",8.18
138,Hunter x Hunter: Greed Island,OVA,8,Feb 2003 - Apr 2003,"175,058 members",8.18
186,Initial D Second Stage,TV,13,Oct 1999 - Jan 2000,"247,739 members",8.18
7791,K-On!!,TV,26,Apr 2010 - Sep 2010,"724,713 members",8.18
37514,Made in Abyss Movie 1: Tabidachi no Yoake,Movie,1,Jan 2019 - Jan 2019,"152,191 members",8.18
558,Major S2,TV,26,Dec 2005 - Jun 2006,"74,675 members",8.18
3226,Major S4,TV,26,Jan 2008 - Jun 2008,"67,989 members",8.18
32005,Meitantei Conan Movie 20: Junkoku no Nightmare,Movie,1,Apr 2016 - Apr 2016,"44,715 members",8.18
40729,Nomad: Megalo Box 2,TV,13,Apr 2021 - Jun 2021,"222,362 members",8.18
23623,Non Non Biyori Repeat,TV,12,Jul 2015 - Sep 2015,"207,583 members",8.18
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",OVA,1,Dec 2016 - Dec 2016,"69,743 members",8.17
18195,Little Busters! Refrain,TV,13,Oct 2013 - Dec 2013,"171,862 members",8.17
235,Meitantei Conan,TV,?,Jan 1996 -,"363,730 members",8.17
33674,No Game No Life: Zero,Movie,1,Jul 2017 - Jul 2017,"917,725 members",8.17
59841,Ore dake Level Up na Ken: ReAwakening,Movie,1,Nov 2024 - Nov 2024,"42,997 members",8.17
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Movie,1,Sep 2008 - Sep 2008,"184,253 members",8.17
49574,Yi Nian Yong Heng: Chuan Cheng Pian,ONA,54,Jul 2022 - Jul 2023,"7,953 members",8.17
40911,Yuukoku no Moriarty,TV,11,Oct 2020 - Dec 2020,"476,256 members",8.17
7674,Bakuman.,TV,25,Oct 2010 - Apr 2011,"640,329 members",8.17
1519,Black Lagoon: The Second Barrage,TV,12,Oct 2006 - Dec 2006,"552,715 members",8.17
32867,Bungou Stray Dogs 2nd Season,TV,12,Oct 2016 - Dec 2016,"914,704 members",8.17
232,Cardcaptor Sakura,TV,70,Apr 1998 - Mar 2000,"467,219 members",8.17
38088,Digimon Adventure: Last Evolution Kizuna,Movie,1,Feb 2020 - Feb 2020,"59,387 members",8.17
39166,Girls & Panzer: Saishuushou Part 3,Movie,1,Mar 2021 - Mar 2021,"43,083 members",8.17
18,Initial D Fourth Stage,TV,24,Apr 2004 - Feb 2006,"202,242 members",8.17
47,Akira,Movie,1,Jul 1988 - Jul 1988,"909,517 members",8.16
49052,Ao Ashi,TV,24,Apr 2022 - Sep 2022,"235,656 members",8.16
962,Aria the Natural,TV,26,Apr 2006 - Sep 2006,"82,905 members",8.16
1889,Higurashi no Naku Koro ni Kai,TV,24,Jul 2007 - Dec 2007,"505,893 members",8.16
44042,Holo no Graffiti,ONA,?,May 2019 -,"57,547 members",8.16
49909,Kotarou wa Hitorigurashi,ONA,10,Mar 2022 - Mar 2022,"185,928 members",8.16
42894,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Movie,1,Jan 2021 - Jan 2021,"50,715 members",8.16
853,Ouran Koukou Host Club,TV,26,Apr 2006 - Sep 2006,"1,181,312 members",8.16
1430,Lupin III: Cagliostro no Shiro,Movie,1,Dec 1979 - Dec 1979,"133,266 members",8.15
50709,Lycoris Recoil,TV,13,Jul 2022 - Sep 2022,"546,929 members",8.15
49521,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,OVA,1,Mar 2022 - Mar 2022,"35,934 members",8.15
48549,Dr. Stone: New World,TV,11,Apr 2023 - Jun 2023,"534,265 members",8.15
40852,Dr. Stone: Stone Wars,TV,11,Jan 2021 - Mar 2021,"1,128,374 members",8.15
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Movie,1,Oct 2017 - Oct 2017,"490,619 members",8.15
54856,Horimiya: Piece,TV,13,Jul 2023 - Sep 2023,"397,802 members",8.15
48736,Sono Bisque Doll wa Koi wo Suru,TV,12,Jan 2022 - Mar 2022,"1,175,138 members",8.15
38481,Toaru Kagaku no Railgun T,TV,25,Jan 2020 - Sep 2020,"255,709 members",8.15
56738,Shinigami Bocchan to Kuro Maid 3rd Season,TV,12,Apr 2024 - Jun 2024,"60,678 members",8.14
37430,Tensei shitara Slime Datta Ken,TV,24,Oct 2018 - Mar 2019,"1,550,901 members",8.14
59160,Wind Breaker Season 2,TV,12,Apr 2025 -,"113,881 members",8.14
3701,Kaiba,TV,12,Apr 2008 - Jul 2008,"171,033 members",8.14
59228,Kuroshitsuji: Midori no Majo-hen,TV,13,Apr 2025 -,"36,242 members",8.14
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Movie,1,Apr 2015 - Apr 2015,"283,382 members",8.14
30503,Noragami Aragoto,TV,13,Oct 2015 - Dec 2015,"1,515,344 members",8.14
721,Princess Tutu,TV,38,Aug 2002 - May 2003,"177,533 members",8.14
34572,Black Clover,TV,170,Oct 2017 - Mar 2021,"1,784,794 members",8.14
28223,Death Parade,TV,12,Jan 2015 - Mar 2015,"1,847,799 members",8.14
50612,Dr. Stone: Ryuusui,TV Special,1,Jul 2022 - Jul 2022,"339,831 members",8.14
41361,Eiga Daisuki Pompo-san,Movie,1,Jun 2021 - Jun 2021,"58,479 members",8.14
37962,IDOLiSH7 Second Beat!,TV,15,Apr 2020 - Dec 2020,"34,373 members",8.14
39792,Eizouken ni wa Te wo Dasu na!,TV,12,Jan 2020 - Mar 2020,"354,049 members",8.13
3371,Ginga Eiyuu Densetsu Gaiden,OVA,24,Feb 1998 - Sep 1998,"25,746 members",8.13
49053,Given: Uragawa no Sonzai,OVA,1,Dec 2021 - Dec 2021,"95,621 members",8.13
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Movie,1,Dec 2003 - Dec 2003,"78,373 members",8.13
28171,Shokugeki no Souma,TV,24,Apr 2015 - Sep 2015,"1,698,858 members",8.13
53888,Spy x Family Movie: Code: White,Movie,1,Dec 2023 - Dec 2023,"196,218 members",8.13
31715,Working!!! Lord of the Takanashi,Special,1,Mar 2016 - Mar 2016,"105,993 members",8.13
39592,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,TV,13,Apr 2019 - Aug 2019,"25,833 members",8.13
9890,Major: Message,OVA,1,Dec 2010 - Dec 2010,"43,050 members",8.13
57524,Make Heroine ga Oosugiru!,TV,12,Jul 2024 - Sep 2024,"266,490 members",8.13
11597,Nisemonogatari,TV,11,Jan 2012 - Mar 2012,"754,020 members",8.13
4477,Nodame Cantabile: Paris-hen,TV,11,Oct 2008 - Dec 2008,"128,019 members",8.13
14713,Kamisama Hajimemashita,TV,13,Oct 2012 - Dec 2012,"690,613 members",8.12
1604,Katekyou Hitman Reborn!,TV,203,Oct 2006 - Sep 2010,"572,923 members",8.12
16662,Kaze Tachinu,Movie,1,Jul 2013 - Jul 2013,"363,018 members",8.12
35857,Lupin III: Part 5,TV,24,Apr 2018 - Sep 2018,"47,034 members",8.12
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Special,1,Apr 2015 - Apr 2015,"43,317 members",8.12
40421,Given Movie 1,Movie,1,Aug 2020 - Aug 2020,"250,898 members",8.12
50528,Golden Kamuy 4th Season,TV,13,Oct 2022 - Jun 2023,"108,622 members",8.12
36296,Hinamatsuri,TV,12,Apr 2018 - Jun 2018,"536,153 members",8.12
1827,Seirei no Moribito,TV,26,Apr 2007 - Sep 2007,"226,973 members",8.12
50416,Skip to Loafer,TV,12,Apr 2023 - Jun 2023,"308,638 members",8.12
51335,Shen Yin Wangzuo,ONA,26,Apr 2022 - Sep 2022,"9,161 members",8.11
21469,Stand By Me Doraemon,Movie,1,Aug 2014 - Aug 2014,"59,286 members",8.11
55911,The Fable,TV,25,Apr 2024 - Sep 2024,"81,671 members",8.11
59636,Uma Musume: Cinderella Gray,TV,13,Apr 2025 -,"16,404 members",8.11
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,TV,24,Apr 2014 - Sep 2014,"1,288,127 members",8.11
8129,Kuragehime,TV,11,Oct 2010 - Dec 2010,"252,220 members",8.11
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Movie,1,Jul 2012 - Jul 2012,"25,460 members",8.11
1364,Meitantei Conan Movie 05: Tengoku e no Countdown,Movie,1,Apr 2001 - Apr 2001,"67,005 members",8.11
6467,Meitantei Conan Movie 14: Tenkuu no Lost Ship,Movie,1,Apr 2010 - Apr 2010,"60,288 members",8.11
12859,One Piece Film: Z,Movie,1,Dec 2012 - Dec 2012,"300,422 members",8.11
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,TV Special,1,Aug 2012 - Aug 2012,"73,615 members",8.11
51122,Ookami to Koushinryou: Merchant Meets the Wise Wolf,TV,25,Apr 2024 - Sep 2024,"233,626 members",8.11
50380,Paripi Koumei,TV,12,Apr 2022 - Jun 2022,"316,378 members",8.11
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,ONA,6,Dec 2019 - Dec 2019,"236,515 members",8.11
53411,Buddy Daddies,TV,12,Jan 2023 - Apr 2023,"317,805 members",8.11
18689,Diamond no Ace,TV,75,Oct 2013 - Mar 2015,"255,950 members",8.11
51818,Enen no Shouboutai: San no Shou,TV,12,Apr 2025 -,"192,029 members",8.11
121,Fullmetal Alchemist,TV,51,Oct 2003 - Oct 2004,"1,514,397 members",8.11
239,Gankutsuou,TV,24,Oct 2004 - Mar 2005,"260,154 members",8.11
15059,Initial D Fifth Stage,TV,14,Nov 2012 - May 2013,"161,861 members",8.11
30370,Akatsuki no Yona OVA,OVA,3,Sep 2015 - Dec 2016,"141,219 members",8.1
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,Movie,1,Jan 2018 - Jan 2018,"287,510 members",8.1
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Special,1,Nov 2015 - Nov 2015,"36,148 members",8.1
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,OVA,13,Feb 2011 - Jul 2011,"78,679 members",8.1
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,Movie,1,Apr 2016 - Apr 2016,"12,597 members",8.1
2581,Kidou Senshi Gundam 00,TV,25,Oct 2007 - Mar 2008,"227,264 members",8.1
55701,Kimetsu no Yaiba: Hashira Geiko-hen,TV,8,May 2024 - Jun 2024,"613,395 members",8.1
30831,Kono Subarashii Sekai ni Shukufuku wo!,TV,10,Jan 2016 - Mar 2016,"2,061,772 members",8.1
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,TV Special,1,Sep 2006 - Sep 2006,"104,184 members",8.1
46569,Jigokuraku,TV,13,Apr 2023 - Jul 2023,"811,368 members",8.09
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,ONA,12,Dec 2021 - Dec 2021,"553,066 members",8.09
6336,Kidou Senshi Gundam Unicorn,OVA,7,Mar 2010 - Jun 2014,"103,384 members",8.09
31051,Kuroko no Basket: Saikou no Present desu,Special,1,Dec 2015 - Dec 2015,"113,212 members",8.09
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,OVA,3,Sep 2016 - Sep 2017,"291,903 members",8.09
302,Mirai Shounen Conan,TV,26,Apr 1978 - Oct 1978,"54,318 members",8.09
54650,Precure All Stars Movie F,Movie,1,Sep 2023 - Sep 2023,"3,944 members",8.09
56653,BanG Dream! Ave Mujica,TV,13,Jan 2025 - Mar 2025,"24,437 members",8.09
3702,Detroit Metal City,OVA,12,Aug 2008 - Oct 2008,"219,016 members",8.09
6746,Durarara!!,TV,24,Jan 2010 - Jun 2010,"1,451,939 members",8.09
49709,Fumetsu no Anata e Season 2,TV,20,Oct 2022 - Mar 2023,"305,941 members",8.09
16918,Gin no Saji,TV,11,Jul 2013 - Sep 2013,"303,905 members",8.09
